OrderID,CurrentClinicName1,CurrentClinicName2,CurrentClinicCity,CurrentClinicState,MedicalDirector,ND_NumIntentRet1,ND_NumIntentRet2,ND_NumIntentRet3,ND_NumIntentRet4,ND_IntentRetLB1,ND_IntentRetLB2,ND_IntentRetLB3,ND_IntentRetLB4,ND_IntentRetSingleLB1,ND_IntentRetSingleLB2,ND_IntentRetSingleLB3,ND_IntentRetSingleLB4,ND_NumRetrieve1,ND_NumRetrieve2,ND_NumRetrieve3,ND_NumRetrieve4,ND_RetrieveLB1,ND_RetrieveLB2,ND_RetrieveLB3,ND_RetrieveLB4,ND_RetrieveSingleLB1,ND_RetrieveSingleLB2,ND_RetrieveSingleLB3,ND_RetrieveSingleLB4,ND_NumTrans1,ND_NumTrans2,ND_NumTrans3,ND_NumTrans4,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,ND_TransSingleLB1,ND_TransSingleLB2,ND_TransSingleLB3,ND_TransSingleLB4,ND_IntentRetPerLB1,ND_IntentRetPerLB2,ND_IntentRetPerLB3,ND_IntentRetPerLB4,NewND_1IntentRetLB1,NewND_1IntentRetLB2,NewND_1IntentRetLB3,NewND_1IntentRetLB4,NewND_2IntentRetLB1,NewND_2IntentRetLB2,NewND_2IntentRetLB3,NewND_2IntentRetLB4,NewND_AllIntentRetLB1,NewND_AllIntentRetLB2,NewND_AllIntentRetLB3,NewND_AllIntentRetLB4,NewND_IntentRetPerNew1,NewND_IntentRetPerNew2,NewND_IntentRetPerNew3,NewND_IntentRetPerNew4,NewND_TransPerIntentRet1,NewND_TransPerIntentRet2,NewND_TransPerIntentRet3,NewND_TransPerIntentRet4,Donor_NumTrans1,Donor_NumTrans2,Donor_NumTrans3,Donor_NumTrans4,Donor_TransLB1,Donor_TransLB2,Donor_TransLB3,Donor_TransLB4,Donor_TranSingleLB1,Donor_TranSingleLB2,Donor_TranSingleLB3,Donor_TranSingleLB4,TotNumCycles1,TotNumCycles2,TotNumCycles3,TotNumCycles4,TotNumCyclesAll,CycleCancel1,CycleCancel2,CycleCancel3,CycleCancel4,CycleCancelAll,CycleStop1,CycleStop2,CycleStop3,CycleStop4,CycleStopAll,CycleFertPres1,CycleFertPres2,CycleFertPres3,CycleFertPres4,CycleFertPresAll,TransCarrier1,TransCarrier2,TransCarrier3,TransCarrier4,TransCarrierAll,TransFrozEmb1,TransFrozEmb2,TransFrozEmb3,TransFrozEmb4,TransFrozEmbAll,TransICSI1,TransICSI2,TransICSI3,TransICSI4,TransICSIAll,TransPGT1,TransPGT2,TransPGT3,TransPGT4,TransPGTAll,ReasonMale,ReasonEndo,ReasonTubal,ReasonOvul,ReasonUterine,ReasonPGT,ReasonCarrier,ReasonDOR,ReasonBank,ReasonPregLoss,ReasonOtherInfert,ReasonNonInfert,ReasonUnexplained,DonorEggService,DonatedEmbryoService,EmbryoCryoService,EggCryoService,GestCarrierService,SARTmember,LabAccred,NumResearch,CurrentStateAbbrev
348,REPRODUCTIVE MEDICINE ASSOCIATES OF PHILADELPHIA,,KING OF PRUSSIA,PENNSYLVANIA,"Arthur J. Castelbaum, MD",287,147,134,82,48.4%,38.1%,28.4%,6.1%,47.4%,37.4%,25.4%,6.1%,283,140,118,75,49.1%,40.0%,32.2%,6.7%,48.1%,39.3%,28.8%,6.7%,321,141,83,26,43.3%,39.7%,45.8%,19.2%,42.4%,39.0%,41.0%,19.2%,2.1,2.6,3.5,16.4,52.6%,38.3%,28.8%,7.7%,56.5%,44.7%,35.6%,9.6%,57.4%,45.7%,37.0%,9.6%,1.1,1.2,1.3,1.3,1.1,1.0,0.7,0.3,0,0,77,11,,,48.1%,* / 11,,,48.1%,* / 11,676,445,305,232,"1,658",2.4%,4.7%,6.3%,9.4%,4.8%,5.7%,11.5%,14.8%,23.5%,11.3%,5.9%,4.9%,4.3%,3.4%,5.0%,1.1%,1.8%,3.9%,8.2%,2.6%,99.4%,99.1%,99.4%,100.0%,99.4%,85.1%,84.9%,81.9%,41.8%,79.4%,63.2%,73.8%,76.8%,54.1%,67.5%,22%,5%,13%,15%,4%,16%,1%,25%,43%,4%,19%,3%,17%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
349,SOCIETY HILL REPRODUCTIVE MEDICINE,,PHILADELPHIA,PENNSYLVANIA,"Maureen P. Kelly, MD",35,19,20,15,40.0%,6 / 19,35.0%,0 / 15,31.4%,6 / 19,35.0%,0 / 15,32,16,15,13,43.8%,6 / 16,7 / 15,0 / 13,34.4%,6 / 16,7 / 15,0 / 13,27,12,9,*,51.9%,6 / 12,7 / 9,0 / *,40.7%,6 / 12,7 / 9,0 / *,2.5,3.2,2.9,,11 / 18,* / 8,* / 10,0 / *,14 / 18,* / 8,* / 10,0 / *,14 / 18,* / 8,* / 10,0 / *,1.3,1.3,1.2,1.0,1.0,0.8,0.5,0.0,0,*,8,0,,* / *,* / 8,,,* / *,* / 8,,53,40,33,30,156,3.6%,* / 19,* / 14,25.0%,13.6%,15.4%,10.8%,19.4%,24.0%,16.6%,9.4%,10.0%,9.1%,10.0%,9.6%,0.0%,4.5%,* / 16,0 / 11,4.1%,91.7%,86.4%,15 / 16,8 / 11,87.7%,70.8%,59.1%,* / 16,7 / 11,53.4%,66.7%,54.5%,11 / 16,7 / 11,63.0%,15%,4%,5%,10%,0%,5%,0%,16%,42%,3%,9%,4%,26%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
350,UNIVERSITY OF PENNSYLVANIA,PENN FERTILITY CARE,PHILADELPHIA,PENNSYLVANIA,"Clarisa R. Gracia, MD",227,167,128,109,59.5%,36.5%,22.7%,9.2%,53.7%,32.9%,21.9%,9.2%,205,135,101,74,65.9%,45.2%,28.7%,13.5%,59.5%,40.7%,27.7%,13.5%,254,137,85,56,53.1%,44.5%,34.1%,17.9%,48.0%,40.1%,32.9%,17.9%,1.7,2.7,4.4,10.9,61.4%,34.3%,23.4%,8.1%,67.8%,44.8%,28.1%,12.9%,69.6%,46.7%,32.8%,14.5%,1.2,1.3,1.4,1.4,1.1,0.8,0.7,0.5,8,8,28,12,* / 8,6 / 8,67.9%,* / 12,* / 8,6 / 8,67.9%,* / 12,515,380,262,228,"1,385",6.8%,8.8%,19.6%,13.2%,10.9%,16.1%,13.8%,14.6%,22.2%,16.2%,11.7%,12.1%,6.5%,3.1%,9.4%,1.3%,6.1%,3.7%,7.3%,3.9%,64.7%,77.9%,68.7%,64.5%,69.1%,59.7%,55.9%,47.0%,41.8%,53.8%,19.1%,33.3%,28.4%,21.8%,25.1%,29%,2%,9%,7%,5%,5%,2%,17%,25%,3%,17%,1%,17%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
351,AHN CENTER FOR REPRODUCTIVE MEDICINE,,PITTSBURGH,PENNSYLVANIA,"Lori Homa, MD",110,45,31,25,31.8%,28.9%,9.7%,0.0%,28.2%,24.4%,9.7%,0.0%,104,37,24,20,33.7%,35.1%,12.5%,0.0%,29.8%,29.7%,12.5%,0.0%,92,26,9,6,38.0%,50.0%,* / 9,0 / 6,33.7%,42.3%,* / 9,0 / 6,3.1,3.5,10.3,,33.8%,25.0%,* / 19,0 / 15,40.0%,28.1%,* / 19,0 / 15,41.3%,28.1%,* / 19,0 / 15,1.3,1.1,1.3,1.2,0.9,0.6,0.3,0.2,0,8,8,*,,* / 8,* / 8,* / *,,* / 8,* / 8,* / *,254,130,77,49,510,9.9%,19.0%,18.6%,33.3%,16.4%,17.7%,26.3%,27.5%,12.5%,20.9%,6.7%,4.6%,6.5%,8.2%,6.3%,4.1%,0.0%,0.0%,0 / 18,2.3%,90.1%,90.2%,83.3%,13 / 18,87.9%,76.9%,90.2%,54.2%,11 / 18,76.2%,62.8%,49.0%,41.7%,8 / 18,55.6%,35%,7%,12%,13%,3%,46%,1%,23%,39%,7%,65%,11%,9%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
352,UNIVERSITY OF PITTSBURGH PHYSICIANS,CENTER FOR FERTILITY AND REPRODUCTIVE ENDOCRINOLOGY,PITTSBURGH,PENNSYLVANIA,"Joseph S Sanfilippo, MD",130,63,61,25,46.9%,38.1%,27.9%,12.0%,45.4%,34.9%,26.2%,12.0%,120,56,48,20,50.8%,42.9%,35.4%,15.0%,49.2%,39.3%,33.3%,15.0%,136,60,35,8,44.9%,40.0%,48.6%,* / 8,43.4%,36.7%,45.7%,* / 8,2.1,2.6,3.6,8.3,47.0%,35.9%,32.4%,* / 15,57.0%,41.0%,35.1%,* / 15,57.0%,41.0%,37.8%,* / 15,1.2,1.2,1.3,1.3,1.1,1.0,0.6,0.3,0,28,22,8,,50.0%,45.5%,* / 8,,50.0%,45.5%,* / 8,365,247,189,107,908,10.6%,8.3%,11.0%,14.3%,10.5%,9.2%,10.5%,14.6%,21.0%,12.1%,5.5%,8.5%,4.8%,0.0%,5.5%,1.7%,0.7%,3.8%,3.3%,2.0%,72.6%,75.3%,62.9%,58.3%,69.9%,76.8%,69.9%,77.1%,73.3%,74.6%,37.6%,39.7%,41.0%,36.7%,38.7%,26%,2%,8%,7%,2%,16%,<1%,18%,24%,5%,23%,2%,21%,No,No,Yes,Yes,Yes,Yes,Yes,0,PA
353,SHADY GROVE FERTILITY-PENNSYLVANIA,,WAYNE,PENNSYLVANIA,"Isaac E. Sasson, MD, PhD",373,164,127,58,57.1%,42.1%,28.3%,13.8%,55.0%,40.2%,28.3%,13.8%,355,153,116,49,60.0%,45.1%,31.0%,16.3%,57.7%,43.1%,31.0%,16.3%,444,137,76,23,48.0%,50.4%,47.4%,34.8%,46.2%,48.2%,47.4%,34.8%,1.8,2.4,3.5,7.3,60.1%,46.4%,38.9%,18.8%,65.5%,51.5%,40.7%,18.8%,65.9%,53.6%,46.3%,21.9%,1.1,1.2,1.5,1.2,1.2,0.8,0.6,0.3,61,10,148,23,47.5%,6 / 10,48.0%,30.4%,41.0%,6 / 10,45.9%,30.4%,"1,028",567,311,339,"2,245",6.5%,5.6%,3.8%,4.9%,5.6%,7.8%,9.2%,11.8%,12.1%,9.4%,1.1%,2.8%,2.9%,1.8%,1.9%,2.6%,2.3%,0.7%,2.6%,2.3%,95.7%,94.0%,89.9%,76.7%,91.6%,88.6%,91.3%,85.8%,68.8%,85.8%,58.2%,66.9%,68.9%,36.5%,58.3%,18%,5%,12%,14%,3%,28%,<1%,30%,36%,3%,67%,1%,4%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,PA
354,"THE FERTILITY CENTER, LLC",,YORK,PENNSYLVANIA,"Robert B. Filer, MD",44,6,9,*,43.2%,* / 6,* / 9,0 / *,38.6%,* / 6,* / 9,0 / *,42,6,9,*,45.2%,* / 6,* / 9,0 / *,40.5%,* / 6,* / 9,0 / *,55,6,5,0,34.5%,* / 6,* / 5,,30.9%,* / 6,* / 5,,2.3,2.0,3.0,,34.6%,* / 5,* / 7,0 / *,46.2%,* / 5,* / 7,0 / *,46.2%,* / 5,* / 7,0 / *,1.3,1.2,1.1,1.5,1.2,1.0,0.5,0.0,0,0,*,6,,,* / *,* / 6,,,* / *,* / 6,77,35,23,11,146,2.4%,14.3%,* / 12,0 / *,7.7%,7.9%,9.4%,19.0%,* / 11,10.0%,1.3%,0.0%,0.0%,0 / 11,0.7%,0.0%,8.7%,0 / 12,0 / 7,2.1%,69.2%,60.9%,9 / 12,7 / 7,70.2%,26.9%,39.1%,* / 12,* / 7,29.8%,1.9%,0.0%,0 / 12,0 / 7,1.1%,28%,5%,4%,32%,0%,6%,0%,10%,26%,6%,18%,1%,10%,Yes,Yes,Yes,Yes,Yes,No,No,0,PA
355,"PEDRO J. BEAUCHAMP, MD IVF PROGRAM DBA",PUERTO RICO FERTILITY CENTER,BAYAMÓN,PUERTO RICO,"Pedro J. Beauchamp, MD",34,43,35,30,41.2%,37.2%,22.9%,0.0%,35.3%,25.6%,14.3%,0.0%,32,39,34,24,43.8%,41.0%,23.5%,0.0%,37.5%,28.2%,14.7%,0.0%,40,40,39,18,35.0%,40.0%,20.5%,0 / 18,30.0%,27.5%,12.8%,0 / 18,2.4,2.7,4.4,,38.7%,43.3%,31.8%,0 / 15,38.7%,46.7%,31.8%,0 / 15,38.7%,46.7%,31.8%,0 / 15,1.0,1.1,1.1,1.3,1.1,0.9,1.1,0.6,5,0,9,0,* / 5,,* / 9,,* / 5,,* / 9,,48,47,49,73,217,9.1%,5.7%,13.9%,13.3%,10.7%,11.1%,13.3%,9.1%,6.0%,9.5%,4.2%,0.0%,2.0%,2.7%,2.3%,0.0%,3.6%,3.2%,6.8%,3.6%,41.7%,42.9%,41.9%,63.6%,48.9%,100.0%,96.4%,100.0%,95.5%,97.8%,11.1%,17.9%,9.7%,11.4%,12.2%,53%,17%,32%,14%,10%,18%,0%,8%,20%,2%,49%,1%,<1%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,PR
356,CLINICA DE FERTILIDAD HIMA-SAN PABLO CAGUAS,,CAGUAS,PUERTO RICO,"Jose R. Cruz, MD",15,6,8,*,* / 15,* / 6,* / 8,0 / *,0 / 15,0 / 6,* / 8,0 / *,15,6,8,*,* / 15,* / 6,* / 8,0 / *,0 / 15,0 / 6,* / 8,0 / *,13,5,6,*,* / 13,* / 5,* / 6,0 / *,0 / 13,0 / 5,* / 6,0 / *,3.8,6.0,2.7,,* / 10,* / *,* / 6,0 / *,* / 10,* / *,* / 6,0 / *,* / 10,* / *,* / 6,0 / *,1.1,1.0,1.3,1.0,0.8,0.8,0.8,0.3,0,*,*,0,,* / *,* / *,,,* / *,0 / *,,15,12,9,6,42,0 / 15,0 / 10,0 / 8,0 / *,0.0%,* / 15,* / 12,* / 9,* / 6,11.9%,0 / 15,0 / 12,0 / 9,0 / 6,0.0%,0 / 14,0 / 11,0 / 8,0 / *,0.0%,0 / 14,* / 11,0 / 8,* / *,13.5%,8 / 14,11 / 11,6 / 8,* / *,75.7%,0 / 14,0 / 11,0 / 8,0 / *,0.0%,50%,10%,14%,10%,0%,0%,0%,21%,0%,0%,0%,0%,12%,Yes,Yes,Yes,Yes,Yes,No,No,0,PR
357,GREFI,"GYNECOLOGY, REPRODUCTIVE ENDOCRINOLOGY & FERTILITY INSTITUTE",SAN JUAN,PUERTO RICO,"Rosa Ileana Cruz, MD",13,5,5,6,* / 13,* / 5,* / 5,0 / 6,* / 13,* / 5,* / 5,0 / 6,13,*,5,6,* / 13,* / *,* / 5,0 / 6,* / 13,* / *,* / 5,0 / 6,14,*,5,*,* / 14,* / *,* / 5,0 / *,* / 14,* / *,* / 5,0 / *,3.3,5.0,5.0,,* / 13,0 / *,* / 5,0 / 5,* / 13,0 / *,* / 5,0 / 5,* / 13,0 / *,* / 5,0 / 5,1.0,1.5,1.0,1.2,1.1,0.7,1.0,0.7,0,0,0,0,,,,,,,,,63,18,29,19,129,10.5%,* / 14,14.3%,* / 17,12.9%,3.5%,* / 17,4.0%,* / 15,4.4%,3.2%,0 / 18,0.0%,* / 19,3.1%,0.0%,0 / 16,0.0%,0 / 11,0.0%,11.3%,* / 16,4.2%,* / 11,11.5%,52.8%,8 / 16,33.3%,5 / 11,47.1%,0.0%,0 / 16,0.0%,0 / 11,0.0%,26%,8%,46%,1%,0%,0%,0%,3%,4%,2%,12%,3%,4%,No,Yes,Yes,Yes,No,Yes,No,0,PR
358,WOMEN & INFANTS FERTILITY CENTER,,PROVIDENCE,RHODE ISLAND,"Carol A. Wheeler, MD",165,90,99,46,44.8%,33.3%,16.2%,8.7%,44.2%,31.1%,15.2%,8.7%,154,87,92,44,48.1%,34.5%,17.4%,9.1%,47.4%,32.2%,16.3%,9.1%,224,105,84,25,33.0%,28.6%,19.0%,16.0%,32.6%,26.7%,17.9%,16.0%,2.2,3.0,6.2,11.5,49.1%,39.3%,15.0%,14.3%,55.2%,44.6%,20.0%,14.3%,56.0%,44.6%,20.0%,14.3%,1.2,1.3,1.6,1.3,1.4,1.2,0.8,0.6,*,14,16,*,* / *,9 / 14,* / 16,0 / *,* / *,9 / 14,* / 16,0 / *,337,192,159,116,804,3.7%,8.2%,16.7%,10.0%,8.7%,16.9%,13.5%,12.6%,19.3%,15.6%,3.3%,1.0%,1.9%,1.7%,2.2%,0.0%,0.8%,0.0%,0.0%,0.2%,66.8%,73.0%,58.3%,47.6%,64.4%,64.6%,52.4%,62.5%,60.3%,60.7%,19.0%,22.2%,25.0%,20.6%,21.1%,23%,2%,6%,9%,3%,8%,0%,9%,17%,3%,19%,1%,30%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,RI
359,FERTILITY CENTER OF THE CAROLINAS,"UNIVERSITY MEDICAL GROUP, DEPARTMENT OF OBSTETRICS AND GYNECOLOGY",GREENVILLE,SOUTH CAROLINA,"Creighton E. Likes, MD",88,33,23,21,62.5%,57.6%,39.1%,19.0%,58.0%,51.5%,39.1%,19.0%,85,32,22,19,64.7%,59.4%,40.9%,* / 19,60.0%,53.1%,40.9%,* / 19,111,36,17,12,49.5%,52.8%,9 / 17,* / 12,45.9%,47.2%,9 / 17,* / 12,1.6,1.7,2.6,5.3,65.7%,63.6%,7 / 13,* / 13,71.4%,68.2%,8 / 13,* / 13,71.4%,68.2%,9 / 13,* / 13,1.1,1.1,1.5,1.3,1.3,1.2,0.8,0.6,0,*,5,*,,* / *,* / 5,0 / *,,* / *,* / 5,0 / *,214,89,52,45,400,10.6%,6.5%,19.2%,5.0%,10.2%,6.9%,11.6%,6.4%,13.6%,8.7%,2.8%,4.5%,1.9%,0.0%,2.8%,2.5%,4.9%,3.6%,4.5%,3.3%,89.9%,85.4%,85.7%,72.7%,86.7%,95.0%,95.1%,85.7%,77.3%,91.9%,58.0%,61.0%,64.3%,63.6%,60.0%,52%,11%,12%,50%,6%,3%,2%,17%,37%,16%,6%,3%,0%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,SC
360,"PIEDMONT REPRODUCTIVE ENDOCRINOLOGY GROUP, PA",,GREENVILLE,SOUTH CAROLINA,"John E. Nichols, MD",202,108,47,28,50.0%,48.1%,25.5%,10.7%,47.0%,46.3%,23.4%,10.7%,197,107,47,27,51.3%,48.6%,25.5%,11.1%,48.2%,46.7%,23.4%,11.1%,216,116,36,13,46.8%,44.8%,33.3%,* / 13,44.0%,43.1%,30.6%,* / 13,2.0,2.1,3.9,9.3,50.6%,46.6%,19.4%,* / 19,51.1%,53.4%,25.8%,* / 19,51.7%,53.4%,25.8%,* / 19,1.0,1.1,1.1,1.1,1.1,1.1,0.7,0.5,8,*,66,34,5 / 8,* / *,33.3%,52.9%,5 / 8,* / *,31.8%,47.1%,595,309,191,143,"1,238",0.4%,4.6%,6.9%,5.7%,3.1%,4.9%,7.3%,16.2%,11.4%,7.9%,1.2%,1.3%,2.6%,2.1%,1.5%,0.6%,3.8%,2.1%,4.6%,2.1%,95.7%,90.9%,91.8%,89.7%,93.1%,87.5%,80.6%,76.3%,62.1%,81.1%,38.6%,44.1%,39.2%,29.9%,39.0%,22%,7%,13%,24%,4%,2%,<1%,14%,37%,4%,9%,2%,20%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,SC
361,COASTAL FERTILITY SPECIALISTS,,MOUNT PLEASANT,SOUTH CAROLINA,"John A. Schnorr, MD",217,130,112,46,59.9%,43.1%,24.1%,2.2%,57.6%,41.5%,20.5%,2.2%,209,118,95,40,62.2%,47.5%,28.4%,2.5%,59.8%,45.8%,24.2%,2.5%,226,85,68,17,57.5%,65.9%,39.7%,* / 17,55.3%,63.5%,33.8%,* / 17,1.7,2.3,4.1,46.0,61.7%,44.2%,16.3%,0 / 19,68.9%,54.5%,30.6%,0 / 19,69.5%,61.0%,40.8%,0 / 19,1.2,1.4,1.7,1.7,1.1,0.6,0.6,0.3,22,8,51,7,59.1%,5 / 8,52.9%,* / 7,59.1%,5 / 8,49.0%,* / 7,627,293,205,187,"1,312",3.0%,4.8%,14.8%,16.5%,7.4%,23.9%,14.6%,17.2%,16.4%,19.8%,2.2%,5.1%,1.5%,2.1%,2.7%,1.7%,2.5%,2.7%,2.2%,2.1%,97.7%,95.7%,95.5%,77.4%,94.3%,83.0%,79.6%,75.5%,79.6%,80.6%,22.4%,39.5%,30.9%,22.6%,27.6%,18%,6%,9%,8%,2%,1%,<1%,24%,24%,3%,6%,1%,27%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,SC
362,SANFORD WOMEN'S HEALTH,,SIOUX FALLS,SOUTH DAKOTA,"Keith A. Hansen, MD",115,33,26,8,55.7%,45.5%,30.8%,* / 8,44.3%,36.4%,30.8%,* / 8,111,30,24,6,57.7%,50.0%,33.3%,* / 6,45.9%,40.0%,33.3%,* / 6,153,31,21,5,41.8%,48.4%,38.1%,* / 5,33.3%,38.7%,38.1%,* / 5,1.8,2.2,3.3,4.0,54.8%,56.5%,5 / 14,* / 5,55.9%,60.9%,5 / 14,* / 5,55.9%,60.9%,6 / 14,* / 5,1.1,1.2,1.5,1.4,1.3,1.0,0.7,0.6,0,5,10,*,,* / 5,* / 10,0 / *,,* / 5,* / 10,0 / *,285,78,47,27,437,7.4%,11.9%,14.8%,* / 10,9.6%,17.5%,15.1%,11.6%,16.0%,16.4%,1.1%,2.6%,0.0%,0.0%,1.1%,2.4%,2.1%,0.0%,* / 17,2.7%,55.3%,58.3%,63.0%,14 / 17,58.1%,73.3%,81.3%,88.9%,6 / 17,73.8%,8.3%,35.4%,44.4%,5 / 17,17.1%,43%,12%,12%,24%,5%,4%,1%,23%,12%,8%,10%,1%,8%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,SD
363,"FERTILITY CENTER, LLC",,CHATTANOOGA,TENNESSEE,"Barry W. Donesky, MD",72,29,17,9,41.7%,31.0%,7 / 17,* / 9,33.3%,31.0%,7 / 17,* / 9,67,27,16,7,44.8%,33.3%,7 / 16,* / 7,35.8%,33.3%,7 / 16,* / 7,74,24,12,*,40.5%,37.5%,7 / 12,* / *,32.4%,37.5%,7 / 12,* / *,2.4,3.2,2.4,9.0,48.9%,7 / 18,* / 8,0 / *,55.6%,7 / 18,5 / 8,* / *,55.6%,8 / 18,5 / 8,* / *,1.1,1.3,1.1,1.7,1.0,0.8,0.9,0.8,0,*,27,5,,0 / *,37.0%,* / 5,,0 / *,37.0%,* / 5,174,103,56,63,396,16.0%,7.5%,25.8%,33.3%,18.0%,8.6%,10.0%,16.7%,28.6%,13.1%,1.1%,1.0%,0.0%,0.0%,0.8%,3.4%,1.8%,4.5%,16.7%,5.1%,100.0%,100.0%,95.5%,96.7%,99.0%,88.5%,83.9%,81.8%,36.7%,78.5%,75.9%,75.0%,45.5%,36.7%,66.2%,16%,9%,12%,20%,1%,4%,2%,8%,42%,2%,21%,1%,19%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TN
364,TENNESSEE REPRODUCTIVE MEDICINE,,CHATTANOOGA,TENNESSEE,"Ringland S. Murray, MD",79,34,23,12,64.6%,41.2%,30.4%,* / 12,64.6%,41.2%,26.1%,* / 12,78,31,20,10,65.4%,45.2%,35.0%,* / 10,65.4%,45.2%,30.0%,* / 10,81,24,12,*,63.0%,58.3%,7 / 12,* / *,63.0%,58.3%,6 / 12,* / *,1.5,2.4,3.3,6.0,69.7%,50.0%,* / 12,* / 6,72.7%,54.2%,5 / 12,* / 6,74.2%,54.2%,5 / 12,* / 6,1.1,1.2,1.2,1.2,1.1,0.8,0.6,0.4,*,0,15,12,* / *,,8 / 15,5 / 12,* / *,,7 / 15,5 / 12,202,81,71,43,397,3.4%,0.0%,7.7%,5 / 14,6.3%,7.0%,9.9%,18.8%,28.9%,11.9%,2.0%,1.2%,1.4%,0.0%,1.5%,2.8%,2.0%,2.6%,5.0%,2.8%,96.3%,96.0%,92.3%,100.0%,95.9%,88.1%,80.0%,84.6%,60.0%,83.0%,47.7%,50.0%,64.1%,40.0%,50.5%,32%,18%,15%,12%,1%,45%,0%,15%,33%,8%,58%,10%,7%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,TN
365,TENNESSEE FERTILITY INSTITUTE,,FRANKLIN,TENNESSEE,"Christopher P. Montville, MD",47,28,26,14,59.6%,25.0%,15.4%,* / 14,57.4%,25.0%,15.4%,* / 14,46,21,22,13,60.9%,33.3%,18.2%,* / 13,58.7%,33.3%,18.2%,* / 13,45,12,10,*,62.2%,7 / 12,* / 10,* / *,60.0%,7 / 12,* / 10,* / *,1.7,4.0,6.5,14.0,54.5%,5 / 15,* / 12,* / 8,69.7%,6 / 15,* / 12,* / 8,69.7%,6 / 15,* / 12,* / 8,1.2,1.5,1.3,1.4,0.9,0.5,0.3,0.1,0,5,9,*,,* / 5,* / 9,* / *,,* / 5,* / 9,* / *,163,82,66,41,352,5.6%,10.9%,23.9%,27.3%,13.2%,8.2%,5.2%,10.9%,2.9%,7.4%,13.5%,20.7%,27.3%,29.3%,19.6%,0.0%,0.0%,* / 19,0 / 19,1.5%,98.4%,93.9%,17 / 19,15 / 19,93.3%,77.8%,81.8%,11 / 19,9 / 19,71.6%,49.2%,75.8%,14 / 19,6 / 19,56.7%,21%,7%,4%,13%,1%,<1%,1%,21%,50%,7%,4%,1%,24%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,TN
366,VANDERBILT FERTILITY CLINIC,,FRANKLIN,TENNESSEE,"Donna R. Session, MD",18,12,5,12,12 / 18,* / 12,* / 5,* / 12,11 / 18,* / 12,* / 5,* / 12,17,9,*,8,12 / 17,* / 9,* / *,* / 8,11 / 17,* / 9,* / *,* / 8,18,6,*,5,12 / 18,* / 6,* / *,* / 5,11 / 18,* / 6,* / *,* / 5,1.5,4.0,5.0,12.0,10 / 15,* / 7,* / *,0 / 6,11 / 15,* / 7,* / *,0 / 6,11 / 15,* / 7,* / *,* / 6,1.1,1.6,1.0,1.7,1.0,0.4,0.7,0.5,0,*,0,0,,* / *,,,,* / *,,,37,23,18,7,85,0.0%,0 / 14,* / 13,* / 6,5.3%,5.4%,4.3%,0 / 17,0 / 5,3.7%,10.8%,8.7%,* / 18,0 / 7,10.6%,0.0%,0 / 13,0 / 9,0 / *,0.0%,48.0%,6 / 13,5 / 9,0 / *,45.1%,92.0%,12 / 13,7 / 9,* / *,90.2%,20.0%,* / 13,* / 9,0 / *,17.6%,25%,5%,9%,15%,1%,22%,0%,20%,16%,5%,0%,0%,14%,No,No,Yes,Yes,No,No,Yes,0,TN
367,QUILLEN FERTILITY & WOMEN'S SERVICES,,JOHNSON CITY,TENNESSEE,"Mark X. Ransom, MD",26,5,*,*,26.9%,* / 5,0 / *,0 / *,19.2%,* / 5,0 / *,0 / *,19,*,*,*,7 / 19,* / *,0 / *,0 / *,5 / 19,* / *,0 / *,0 / *,18,*,*,*,7 / 18,* / *,0 / *,0 / *,5 / 18,* / *,0 / *,0 / *,3.7,2.5,,,* / 13,* / 5,0 / *,0 / *,* / 13,* / 5,0 / *,0 / *,5 / 13,* / 5,0 / *,0 / *,1.6,1.0,1.0,1.0,0.7,0.4,1.0,1.0,0,0,0,0,,,,,,,,,32,*,5,*,42,9.5%,0 / *,* / 5,0 / *,20.7%,16.7%,* / *,0 / *,* / *,19.4%,0.0%,0 / *,0 / 5,0 / *,0.0%,0.0%,0 / *,0 / *,,0.0%,41.7%,* / *,0 / *,,39.3%,29.2%,0 / *,0 / *,,25.0%,0.0%,0 / *,0 / *,,0.0%,33%,12%,31%,17%,0%,0%,0%,0%,2%,0%,12%,0%,7%,Yes,No,Yes,Yes,No,Yes,Yes,0,TN
